Date,Username,Role,Txn_amount,Approver
02/03/2018,rofb82,staff2,1020,None
02/03/2018,rofb82,staff2,2450,dkhi21
02/03/2018,bjyo51,staff1,770,None
02/03/2018,okbq74,staff2,490,None
02/03/2018,mxxg13,staff2,1770,None
02/03/2018,mxxg13,staff2,3900,dkhi21
02/03/2018,bjyo51,staff1,320,None
02/03/2018,bjyo51,staff1,700,None
02/03/2018,ijfu90,staff1,980,None
02/03/2018,vfsx38,staff1,1350,None
02/03/2018,okbq74,staff2,1660,None
02/03/2018,okbq74,staff2,680,None
02/03/2018,rofb82,staff2,1280,None
03/03/2018,rofb82,staff2,1410,None
03/03/2018,bjyo51,staff1,1050,None
03/03/2018,rofb82,staff2,800,None
03/03/2018,dkhi21,supervisor,4040,cicu11
03/03/2018,hsyd53,staff1,1500,None
03/03/2018,qtez25,staff2,1900,None
03/03/2018,hsyd53,staff1,680,None
03/03/2018,dkhi21,supervisor,4390,hxmk48
03/03/2018,bjyo51,staff1,1810,None
03/03/2018,mxxg13,staff2,250,None
04/03/2018,mxxg13,staff2,320,None
04/03/2018,qtez25,staff2,400,None
04/03/2018,okbq74,staff2,1200,None
04/03/2018,okbq74,staff2,2720,dkhi21
05/03/2018,ijfu90,staff1,50,None
05/03/2018,ijfu90,staff1,1800,None
05/03/2018,hsyd53,staff1,1750,None
05/03/2018,okbq74,staff2,1980,None
05/03/2018,bjyo51,staff1,1740,None
05/03/2018,rofb82,staff2,1190,None
06/03/2018,qtez25,staff2,430,None
06/03/2018,ijfu90,staff1,240,None
06/03/2018,rofb82,staff2,3820,dkhi21
06/03/2018,dkhi21,supervisor,5300,hxmk48
06/03/2018,qtez25,staff2,720,None
06/03/2018,okbq74,staff2,1030,None
06/03/2018,ijfu90,staff1,3490,dkhi21
06/03/2018,mxxg13,staff2,1740,None
06/03/2018,vfsx38,staff1,150,None
06/03/2018,okbq74,staff2,1970,None
07/03/2018,ijfu90,staff1,400,None
07/03/2018,vfsx38,staff1,130,None
07/03/2018,hsyd53,staff1,1900,None
07/03/2018,dkhi21,supervisor,4620,sezj17
07/03/2018,vfsx38,staff1,360,None
07/03/2018,ijfu90,staff1,1580,None
07/03/2018,ijfu90,staff1,800,None
07/03/2018,ijfu90,staff1,720,None
07/03/2018,rofb82,staff2,1230,None
07/03/2018,ijfu90,staff1,550,None
07/03/2018,bjyo51,staff1,1750,None
07/03/2018,rofb82,staff2,870,None
07/03/2018,rofb82,staff2,1230,None
07/03/2018,bjyo51,staff1,630,None
07/03/2018,okbq74,staff2,300,None
07/03/2018,okbq74,staff2,1080,None
08/03/2018,ijfu90,staff1,580,None
08/03/2018,bjyo51,staff1,1620,None
08/03/2018,qtez25,staff2,640,None
08/03/2018,vfsx38,staff1,3940,dkhi21
08/03/2018,vfsx38,staff1,2700,dkhi21
08/03/2018,rofb82,staff2,110,None
08/03/2018,vfsx38,staff1,1410,None
08/03/2018,mxxg13,staff2,880,None
08/03/2018,vfsx38,staff1,500,None
08/03/2018,bjyo51,staff1,1050,None
09/03/2018,rofb82,staff2,1160,None
09/03/2018,hsyd53,staff1,2390,dkhi21
09/03/2018,vfsx38,staff1,3640,dkhi21
09/03/2018,hsyd53,staff1,980,None
09/03/2018,mxxg13,staff2,1500,None
09/03/2018,vfsx38,staff1,1870,None
09/03/2018,dkhi21,supervisor,4760,yvyl18
09/03/2018,vfsx38,staff1,460,None
09/03/2018,qtez25,staff2,1120,None
09/03/2018,okbq74,staff2,450,None
09/03/2018,mxxg13,staff2,60,None
09/03/2018,dkhi21,supervisor,4070,uiqh99
09/03/2018,mxxg13,staff2,2250,dkhi21
09/03/2018,dkhi21,supervisor,5070,yvyl18
10/03/2018,okbq74,staff2,1540,None
10/03/2018,ijfu90,staff1,1050,None
10/03/2018,ijfu90,staff1,680,None
10/03/2018,okbq74,staff2,2630,dkhi21
10/03/2018,qtez25,staff2,1610,None
10/03/2018,mxxg13,staff2,1080,None
10/03/2018,mxxg13,staff2,1310,None
11/03/2018,vfsx38,staff1,870,None
11/03/2018,dkhi21,supervisor,5820,sezj17
11/03/2018,vfsx38,staff1,660,None
11/03/2018,rofb82,staff2,1070,None
11/03/2018,mxxg13,staff2,2540,dkhi21
11/03/2018,bjyo51,staff1,2450,dkhi21
11/03/2018,bjyo51,staff1,1830,None
11/03/2018,dkhi21,supervisor,5030,hxmk48
11/03/2018,qtez25,staff2,830,None
11/03/2018,ijfu90,staff1,1910,None
11/03/2018,okbq74,staff2,1190,None
11/03/2018,bjyo51,staff1,100,None
11/03/2018,ijfu90,staff1,160,None
12/03/2018,dkhi21,supervisor,4340,cicu11
12/03/2018,rofb82,staff2,1770,None
12/03/2018,okbq74,staff2,1650,None
12/03/2018,dkhi21,supervisor,5140,uiqh99
12/03/2018,vfsx38,staff1,150,None
12/03/2018,rofb82,staff2,1880,None
12/03/2018,bjyo51,staff1,1020,None
12/03/2018,ijfu90,staff1,730,None
12/03/2018,dkhi21,supervisor,4660,cicu11
12/03/2018,okbq74,staff2,1560,None
12/03/2018,ijfu90,staff1,740,None
12/03/2018,dkhi21,supervisor,4690,cicu11
12/03/2018,qtez25,staff2,610,None
13/03/2018,vfsx38,staff1,450,None
13/03/2018,mxxg13,staff2,500,None
13/03/2018,dkhi21,supervisor,4910,gzfk26
13/03/2018,qtez25,staff2,820,None
13/03/2018,okbq74,staff2,910,None
13/03/2018,rofb82,staff2,800,None
13/03/2018,ijfu90,staff1,1580,None
13/03/2018,ijfu90,staff1,500,None
13/03/2018,dkhi21,supervisor,4180,rixd63
13/03/2018,bjyo51,staff1,1550,None
13/03/2018,mxxg13,staff2,1690,None
13/03/2018,rofb82,staff2,1870,None
13/03/2018,dkhi21,supervisor,4360,dvgc74
13/03/2018,mxxg13,staff2,1650,None
13/03/2018,okbq74,staff2,1170,None
14/03/2018,vfsx38,staff1,220,None
14/03/2018,vfsx38,staff1,1680,None
14/03/2018,qtez25,staff2,2800,dkhi21
14/03/2018,mxxg13,staff2,200,None
14/03/2018,qtez25,staff2,1630,None
14/03/2018,okbq74,staff2,2060,dkhi21
14/03/2018,okbq74,staff2,1890,None
14/03/2018,bjyo51,staff1,1570,None
14/03/2018,okbq74,staff2,510,None
14/03/2018,hsyd53,staff1,1030,None
15/03/2018,ijfu90,staff1,2160,dkhi21
15/03/2018,hsyd53,staff1,1530,None
15/03/2018,mxxg13,staff2,470,None
15/03/2018,okbq74,staff2,1990,None
15/03/2018,mxxg13,staff2,830,None
15/03/2018,dkhi21,supervisor,4700,sezj17
15/03/2018,hsyd53,staff1,1910,None
15/03/2018,dkhi21,supervisor,5880,dvgc74
15/03/2018,okbq74,staff2,500,None
15/03/2018,bjyo51,staff1,1490,None
16/03/2018,hsyd53,staff1,220,None
16/03/2018,hsyd53,staff1,1540,None
16/03/2018,bjyo51,staff1,340,None
17/03/2018,okbq74,staff2,320,None
17/03/2018,qtez25,staff2,1480,None
17/03/2018,rofb82,staff2,1280,None
17/03/2018,rofb82,staff2,790,None
17/03/2018,ijfu90,staff1,1130,None
17/03/2018,vfsx38,staff1,840,None
17/03/2018,hsyd53,staff1,1850,None
17/03/2018,vfsx38,staff1,1710,None
17/03/2018,mxxg13,staff2,1290,None
17/03/2018,okbq74,staff2,1650,None
17/03/2018,vfsx38,staff1,1330,None
17/03/2018,okbq74,staff2,720,None
17/03/2018,bjyo51,staff1,410,None
18/03/2018,ijfu90,staff1,2320,dkhi21
18/03/2018,mxxg13,staff2,700,None
18/03/2018,vfsx38,staff1,3860,dkhi21
18/03/2018,qtez25,staff2,1180,None
18/03/2018,qtez25,staff2,890,None
18/03/2018,hsyd53,staff1,1830,None
18/03/2018,dkhi21,supervisor,5210,rixd63
19/03/2018,okbq74,staff2,1640,None
19/03/2018,ijfu90,staff1,490,None
19/03/2018,mxxg13,staff2,1260,None
19/03/2018,mxxg13,staff2,1150,None
19/03/2018,mxxg13,staff2,1660,None
19/03/2018,dkhi21,supervisor,5660,hxmk48
19/03/2018,dkhi21,supervisor,5630,yvyl18
19/03/2018,okbq74,staff2,1780,None
19/03/2018,qtez25,staff2,1610,None
19/03/2018,ijfu90,staff1,500,None
19/03/2018,rofb82,staff2,1220,None
19/03/2018,mxxg13,staff2,1950,None
19/03/2018,qhti95,staff1,830,None
20/03/2018,hsyd53,staff1,1890,None
20/03/2018,hsyd53,staff1,1070,None
20/03/2018,vfsx38,staff1,1990,None
20/03/2018,hsyd53,staff1,1100,None
20/03/2018,qhti95,staff1,970,None
20/03/2018,mxxg13,staff2,1090,None
20/03/2018,mxxg13,staff2,1530,None
20/03/2018,ijfu90,staff1,170,None
20/03/2018,hsyd53,staff1,550,None
20/03/2018,vfsx38,staff1,1670,None
20/03/2018,okbq74,staff2,3080,dkhi21
21/03/2018,dkhi21,supervisor,5640,dvgc74
21/03/2018,hsyd53,staff1,1750,None
21/03/2018,qhti95,staff1,2170,dkhi21
21/03/2018,ijfu90,staff1,450,None
21/03/2018,vfsx38,staff1,1520,None
21/03/2018,dkhi21,supervisor,5580,cicu11
21/03/2018,hsyd53,staff1,770,None
22/03/2018,rofb82,staff2,320,None
22/03/2018,rofb82,staff2,1190,None
22/03/2018,hsyd53,staff1,160,None
22/03/2018,qtez25,staff2,2980,dkhi21
22/03/2018,hsyd53,staff1,1770,None
22/03/2018,rofb82,staff2,1520,None
22/03/2018,ijfu90,staff1,720,None
22/03/2018,mxxg13,staff2,1420,None
22/03/2018,dkhi21,supervisor,4340,yvyl18
22/03/2018,dkhi21,supervisor,4910,uiqh99
22/03/2018,vfsx38,staff1,910,None
22/03/2018,mxxg13,staff2,260,None
22/03/2018,bjyo51,staff1,1540,None
22/03/2018,qhti95,staff1,80,None
22/03/2018,dkhi21,supervisor,5140,cicu11
22/03/2018,qhti95,staff1,1200,None
23/03/2018,bjyo51,staff1,3050,dkhi21
23/03/2018,qhti95,staff1,530,None
23/03/2018,dkhi21,supervisor,5700,cicu11
23/03/2018,okbq74,staff2,1080,None
23/03/2018,vfsx38,staff1,2250,dkhi21
23/03/2018,ijfu90,staff1,40,None
23/03/2018,okbq74,staff2,840,None
23/03/2018,rofb82,staff2,1800,None
23/03/2018,dkhi21,supervisor,5440,cicu11
23/03/2018,qhti95,staff1,300,None
23/03/2018,rofb82,staff2,1820,None
23/03/2018,mxxg13,staff2,560,None
23/03/2018,qhti95,staff1,970,None
24/03/2018,ijfu90,staff1,330,None
24/03/2018,mxxg13,staff2,2300,dkhi21
24/03/2018,dkhi21,supervisor,4160,rixd63
24/03/2018,qtez25,staff2,1860,None
24/03/2018,qhti95,staff1,1920,None
24/03/2018,bjyo51,staff1,1430,None
24/03/2018,qtez25,staff2,960,None
24/03/2018,dkhi21,supervisor,4290,dvgc74
24/03/2018,qtez25,staff2,1110,None
24/03/2018,vfsx38,staff1,1810,None
24/03/2018,rofb82,staff2,1900,None
25/03/2018,hsyd53,staff1,450,None
25/03/2018,mxxg13,staff2,1110,None
25/03/2018,vfsx38,staff1,810,None
25/03/2018,ijfu90,staff1,3070,dkhi21
25/03/2018,ijfu90,staff1,540,None
25/03/2018,qhti95,staff1,360,None
25/03/2018,qhti95,staff1,1670,None
25/03/2018,qtez25,staff2,1200,None
25/03/2018,okbq74,staff2,50,None
25/03/2018,hsyd53,staff1,2370,dkhi21
25/03/2018,rofb82,staff2,950,None
26/03/2018,dkhi21,supervisor,4890,uiqh99
26/03/2018,qhti95,staff1,1440,None
26/03/2018,hsyd53,staff1,300,None
26/03/2018,qhti95,staff1,1590,None
26/03/2018,bjyo51,staff1,270,None
26/03/2018,rofb82,staff2,710,None
26/03/2018,rofb82,staff2,1980,None
26/03/2018,ijfu90,staff1,790,None
26/03/2018,ijfu90,staff1,790,None
26/03/2018,okbq74,staff2,190,None
26/03/2018,qhti95,staff1,550,None
27/03/2018,hsyd53,staff1,1800,None
27/03/2018,ijfu90,staff1,1880,None
27/03/2018,qhti95,staff1,1450,None
27/03/2018,oils61,supervisor,4545,noep88
27/03/2018,mxxg13,staff2,600,None
27/03/2018,ijfu90,staff1,1190,None
27/03/2018,okbq74,staff2,1950,None
27/03/2018,ijfu90,staff1,1220,None
27/03/2018,qhti95,staff1,1480,None
28/03/2018,hsyd53,staff1,2780,dkhi21
28/03/2018,mxxg13,staff2,1890,None
28/03/2018,vfsx38,staff1,1550,None
28/03/2018,vfsx38,staff1,90,None
28/03/2018,bjyo51,staff1,410,None
28/03/2018,mxxg13,staff2,370,None
28/03/2018,vfsx38,staff1,1780,None
28/03/2018,ijfu90,staff1,2530,dkhi21
28/03/2018,vfsx38,staff1,540,None
28/03/2018,qhti95,staff1,650,None
28/03/2018,hsyd53,staff1,1350,None
01/04/2018,vfsx38,staff1,1240,None
01/04/2018,rofb82,staff2,1170,None
01/04/2018,bjyo51,staff1,1700,None
01/04/2018,vfsx38,staff1,70,None
01/04/2018,vfsx38,staff1,1160,None
01/04/2018,rofb82,staff2,310,None
01/04/2018,ijfu90,staff1,2490,dkhi21
01/04/2018,vfsx38,staff1,1420,None
01/04/2018,qtez25,staff2,30,None
01/04/2018,hsyd53,staff1,1930,None
01/04/2018,vfsx38,staff1,240,None
01/04/2018,vfsx38,staff1,1910,None
01/04/2018,dkhi21,supervisor,4150,yvyl18
01/04/2018,qtez25,staff2,3040,dkhi21
01/04/2018,ijfu90,staff1,540,None
01/04/2018,dkhi21,supervisor,5410,dvgc74
01/04/2018,bjyo51,staff1,780,None
02/04/2018,hsyd53,staff1,1860,None
02/04/2018,hsyd53,staff1,520,None
02/04/2018,rofb82,staff2,760,None
02/04/2018,ijfu90,staff1,1960,None
02/04/2018,ijfu90,staff1,2980,dkhi21
02/04/2018,qtez25,staff2,570,None
02/04/2018,hsyd53,staff1,1380,None
02/04/2018,bjyo51,staff1,1890,None
02/04/2018,rofb82,staff2,1880,None
03/04/2018,hsyd53,staff1,3530,dkhi21
03/04/2018,mxxg13,staff2,1110,None
03/04/2018,hsyd53,staff1,350,None
03/04/2018,vfsx38,staff1,490,None
03/04/2018,bjyo51,staff1,1010,None
03/04/2018,dkhi21,supervisor,5720,uiqh99
03/04/2018,hsyd53,staff1,40,None
03/04/2018,rofb82,staff2,950,None
03/04/2018,dkhi21,supervisor,5810,sezj17
04/04/2018,okbq74,staff2,1860,None
04/04/2018,hsyd53,staff1,870,None
04/04/2018,dkhi21,supervisor,4060,sezj17
04/04/2018,vfsx38,staff1,1130,None
04/04/2018,qtez25,staff2,100,None
04/04/2018,ijfu90,staff1,450,None
04/04/2018,bjyo51,staff1,2730,dkhi21
04/04/2018,rofb82,staff2,830,None
04/04/2018,ijfu90,staff1,1630,None
04/04/2018,okbq74,staff2,570,None
04/04/2018,hsyd53,staff1,1820,None
04/04/2018,vfsx38,staff1,1090,None
04/04/2018,mxxg13,staff2,230,None
05/04/2018,okbq74,staff2,550,None
05/04/2018,vfsx38,staff1,1900,None
05/04/2018,dkhi21,supervisor,4690,dvgc74
05/04/2018,mxxg13,staff2,1120,None
05/04/2018,mxxg13,staff2,780,None
05/04/2018,ijfu90,staff1,2080,dkhi21
05/04/2018,mxxg13,staff2,210,None
05/04/2018,dkhi21,supervisor,4490,dvgc74
05/04/2018,mxxg13,staff2,730,None
05/04/2018,hsyd53,staff1,1930,None
05/04/2018,bjyo51,staff1,1850,None
05/04/2018,vfsx38,staff1,1430,None
05/04/2018,qtez25,staff2,870,None
05/04/2018,rofb82,staff2,1800,None
06/04/2018,vfsx38,staff1,1510,None
06/04/2018,qtez25,staff2,1170,None
06/04/2018,rofb82,staff2,150,None
06/04/2018,hsyd53,staff1,1060,None
06/04/2018,vfsx38,staff1,720,None
07/04/2018,qtez25,staff2,1820,None
07/04/2018,mxxg13,staff2,780,None
07/04/2018,ijfu90,staff1,1060,None
07/04/2018,hsyd53,staff1,1510,None
07/04/2018,mxxg13,staff2,2670,dkhi21
07/04/2018,hsyd53,staff1,190,None
07/04/2018,vfsx38,staff1,1610,None
07/04/2018,hsyd53,staff1,540,None
07/04/2018,rofb82,staff2,1060,None
07/04/2018,qtez25,staff2,320,None
07/04/2018,qhti95,staff1,830,None
07/04/2018,rofb82,staff2,1320,None
07/04/2018,bjyo51,staff1,1130,None
08/04/2018,vfsx38,staff1,140,None
08/04/2018,bjyo51,staff1,490,None
08/04/2018,hsyd53,staff1,960,None
08/04/2018,hsyd53,staff1,1950,None
08/04/2018,qhti95,staff1,1370,None
08/04/2018,vfsx38,staff1,330,None
08/04/2018,bjyo51,staff1,430,None
08/04/2018,vfsx38,staff1,1210,None
08/04/2018,hsyd53,staff1,1270,None
08/04/2018,okbq74,staff2,1660,None
08/04/2018,rofb82,staff2,1090,None
08/04/2018,mxxg13,staff2,1230,None
08/04/2018,mxxg13,staff2,1920,None
08/04/2018,qhti95,staff1,400,None
09/04/2018,mxxg13,staff2,440,None
09/04/2018,ijfu90,staff1,1130,None
09/04/2018,qtez25,staff2,650,None
09/04/2018,okbq74,staff2,1230,None
09/04/2018,dkhi21,supervisor,5200,hxmk48
09/04/2018,vfsx38,staff1,640,None
09/04/2018,qtez25,staff2,890,None
09/04/2018,mxxg13,staff2,190,None
09/04/2018,vfsx38,staff1,1280,None
09/04/2018,ijfu90,staff1,1770,None
09/04/2018,vfsx38,staff1,1070,None
09/04/2018,rofb82,staff2,1150,None
10/04/2018,vfsx38,staff1,210,None
10/04/2018,vfsx38,staff1,660,None
10/04/2018,rofb82,staff2,2110,dkhi21
10/04/2018,dkhi21,supervisor,4440,hxmk48
10/04/2018,ijfu90,staff1,1140,None
10/04/2018,hsyd53,staff1,3300,dkhi21
10/04/2018,mxxg13,staff2,1560,None
10/04/2018,mxxg13,staff2,1070,None
10/04/2018,bjyo51,staff1,1850,None
10/04/2018,qhti95,staff1,1120,None
10/04/2018,vfsx38,staff1,950,None
10/04/2018,rofb82,staff2,1750,None
10/04/2018,mxxg13,staff2,130,None
11/04/2018,qtez25,staff2,1330,None
11/04/2018,rofb82,staff2,440,None
11/04/2018,dkhi21,supervisor,5540,sezj17
11/04/2018,dkhi21,supervisor,4720,cicu11
11/04/2018,qhti95,staff1,3040,dkhi21
11/04/2018,mxxg13,staff2,1780,None
11/04/2018,qhti95,staff1,1370,None
11/04/2018,rofb82,staff2,1400,None
11/04/2018,ijfu90,staff1,1500,None
11/04/2018,dkhi21,supervisor,5540,sezj17
11/04/2018,dkhi21,supervisor,5160,gzfk26
11/04/2018,qhti95,staff1,310,None
11/04/2018,okbq74,staff2,310,None
11/04/2018,dkhi21,supervisor,5260,hxmk48
12/04/2018,vfsx38,staff1,680,None
12/04/2018,okbq74,staff2,1920,None
12/04/2018,dkhi21,supervisor,5410,sezj17
12/04/2018,dkhi21,supervisor,4190,uiqh99
12/04/2018,okbq74,staff2,1800,None
12/04/2018,ijfu90,staff1,860,None
12/04/2018,mxxg13,staff2,1010,None
13/04/2018,vfsx38,staff1,1740,None
13/04/2018,vfsx38,staff1,1290,None
13/04/2018,bjyo51,staff1,130,None
13/04/2018,dkhi21,supervisor,5400,rixd63
13/04/2018,ijfu90,staff1,350,None
13/04/2018,dkhi21,supervisor,5530,gzfk26
13/04/2018,mxxg13,staff2,1070,None
13/04/2018,okbq74,staff2,710,None
13/04/2018,vfsx38,staff1,1150,None
13/04/2018,qtez25,staff2,1860,None
13/04/2018,rofb82,staff2,1380,None
13/04/2018,hsyd53,staff1,890,None
13/04/2018,dkhi21,supervisor,5290,uiqh99
13/04/2018,mxxg13,staff2,730,None
14/04/2018,dkhi21,supervisor,5080,cicu11
14/04/2018,qtez25,staff2,890,None
14/04/2018,qtez25,staff2,1240,None
14/04/2018,qtez25,staff2,1560,None
14/04/2018,vfsx38,staff1,1590,None
14/04/2018,vfsx38,staff1,360,None
14/04/2018,bjyo51,staff1,1410,None
14/04/2018,mxxg13,staff2,2200,dkhi21
14/04/2018,bjyo51,staff1,2720,dkhi21
15/04/2018,okbq74,staff2,530,None
15/04/2018,qhti95,staff1,380,None
15/04/2018,okbq74,staff2,970,None
15/04/2018,vfsx38,staff1,880,None
15/04/2018,qtez25,staff2,1330,None
15/04/2018,ijfu90,staff1,240,None
15/04/2018,qtez25,staff2,2560,dkhi21
15/04/2018,qtez25,staff2,860,None
15/04/2018,mxxg13,staff2,1100,None
15/04/2018,okbq74,staff2,490,None
15/04/2018,bjyo51,staff1,160,None
15/04/2018,rofb82,staff2,30,None
15/04/2018,dkhi21,supervisor,4980,hxmk48
16/04/2018,vfsx38,staff1,1730,None
16/04/2018,dkhi21,supervisor,4290,cicu11
16/04/2018,mxxg13,staff2,1970,None
16/04/2018,bjyo51,staff1,70,None
16/04/2018,okbq74,staff2,1370,None
16/04/2018,bjyo51,staff1,1710,None
16/04/2018,hsyd53,staff1,310,None
16/04/2018,rofb82,staff2,330,None
16/04/2018,qtez25,staff2,840,None
16/04/2018,qtez25,staff2,1710,None
17/04/2018,okbq74,staff2,1430,None
17/04/2018,okbq74,staff2,380,None
17/04/2018,qtez25,staff2,350,None
17/04/2018,qtez25,staff2,1820,None
17/04/2018,bjyo51,staff1,160,None
17/04/2018,bjyo51,staff1,260,None
17/04/2018,bjyo51,staff1,2010,dkhi21
17/04/2018,vfsx38,staff1,610,None
17/04/2018,vfsx38,staff1,3770,dkhi21
17/04/2018,ijfu90,staff1,120,None
17/04/2018,rofb82,staff2,200,None
17/04/2018,hsyd53,staff1,170,None
17/04/2018,bjyo51,staff1,1580,None
17/04/2018,okbq74,staff2,2680,dkhi21
18/04/2018,hsyd53,staff1,930,None
18/04/2018,dkhi21,supervisor,4870,sezj17
18/04/2018,hsyd53,staff1,1210,None
18/04/2018,dkhi21,supervisor,4650,cicu11
18/04/2018,qtez25,staff2,1590,None
18/04/2018,bjyo51,staff1,1270,None
18/04/2018,bjyo51,staff1,1800,None
18/04/2018,hsyd53,staff1,150,None
18/04/2018,vfsx38,staff1,1110,None
18/04/2018,vfsx38,staff1,2000,dkhi21
18/04/2018,dkhi21,supervisor,5770,sezj17
18/04/2018,qhti95,staff1,950,None
18/04/2018,okbq74,staff2,640,None
19/04/2018,bjyo51,staff1,100,None
19/04/2018,hsyd53,staff1,1240,None
19/04/2018,okbq74,staff2,290,None
19/04/2018,bjyo51,staff1,910,None
19/04/2018,hsyd53,staff1,210,None
19/04/2018,okbq74,staff2,910,None
19/04/2018,vfsx38,staff1,1450,None
19/04/2018,okbq74,staff2,1800,None
19/04/2018,qtez25,staff2,990,None
19/04/2018,qtez25,staff2,1740,None
20/04/2018,qhti95,staff1,270,None
20/04/2018,bjyo51,staff1,870,None
20/04/2018,qhti95,staff1,170,None
20/04/2018,qtez25,staff2,40,None
20/04/2018,qhti95,staff1,2930,dkhi21
20/04/2018,bjyo51,staff1,1280,None
20/04/2018,hsyd53,staff1,1940,None
20/04/2018,ijfu90,staff1,680,None
20/04/2018,qhti95,staff1,630,None
20/04/2018,okbq74,staff2,420,None
20/04/2018,oils61,supervisor,4780,nsoz88
20/04/2018,dkhi21,supervisor,4620,hxmk48
20/04/2018,vfsx38,staff1,1290,None
21/04/2018,qtez25,staff2,1710,None
21/04/2018,rofb82,staff2,3660,dkhi21
21/04/2018,rofb82,staff2,1410,None
21/04/2018,ijfu90,staff1,1220,None
21/04/2018,vfsx38,staff1,1760,None
21/04/2018,qhti95,staff1,530,None
21/04/2018,qtez25,staff2,800,None
21/04/2018,qtez25,staff2,1290,None
21/04/2018,mxxg13,staff2,1140,None
21/04/2018,ijfu90,staff1,1560,None
21/04/2018,rofb82,staff2,470,None
22/04/2018,qtez25,staff2,920,None
22/04/2018,dkhi21,supervisor,4820,sezj17
22/04/2018,bjyo51,staff1,1190,None
22/04/2018,mxxg13,staff2,640,None
22/04/2018,ijfu90,staff1,1580,None
22/04/2018,vfsx38,staff1,2600,dkhi21
22/04/2018,dkhi21,supervisor,5940,sezj17
22/04/2018,ijfu90,staff1,1790,None
22/04/2018,qtez25,staff2,570,None
22/04/2018,qhti95,staff1,1500,None
22/04/2018,bjyo51,staff1,1020,None
22/04/2018,hsyd53,staff1,590,None
22/04/2018,okbq74,staff2,1370,None
23/04/2018,rofb82,staff2,640,None
23/04/2018,okbq74,staff2,930,None
23/04/2018,hsyd53,staff1,100,None
23/04/2018,hsyd53,staff1,1940,None
23/04/2018,bjyo51,staff1,1880,None
23/04/2018,qtez25,staff2,1510,None
23/04/2018,qhti95,staff1,1270,None
23/04/2018,hsyd53,staff1,1130,None
23/04/2018,qhti95,staff1,2600,dkhi21
23/04/2018,okbq74,staff2,1330,None
23/04/2018,ijfu90,staff1,690,None
23/04/2018,hsyd53,staff1,2770,dkhi21
23/04/2018,rofb82,staff2,3960,dkhi21
23/04/2018,qhti95,staff1,580,None
23/04/2018,vfsx38,staff1,1310,None
24/04/2018,hsyd53,staff1,1600,None
24/04/2018,rofb82,staff2,210,None
24/04/2018,mxxg13,staff2,790,None
24/04/2018,mxxg13,staff2,510,None
24/04/2018,mxxg13,staff2,1880,None
24/04/2018,ijfu90,staff1,1360,None
24/04/2018,bjyo51,staff1,160,None
24/04/2018,dkhi21,supervisor,5670,yvyl18
24/04/2018,ijfu90,staff1,580,None
24/04/2018,dkhi21,supervisor,4440,sezj17
24/04/2018,dkhi21,supervisor,4280,rixd63
24/04/2018,rofb82,staff2,3400,dkhi21
24/04/2018,okbq74,staff2,1860,None
24/04/2018,qhti95,staff1,3690,dkhi21
24/04/2018,qhti95,staff1,20,None
24/04/2018,hsyd53,staff1,970,None
25/04/2018,vfsx38,staff1,1280,None
25/04/2018,okbq74,staff2,710,None
25/04/2018,hsyd53,staff1,880,None
25/04/2018,hsyd53,staff1,1670,None
25/04/2018,qtez25,staff2,20,None
25/04/2018,bjyo51,staff1,440,None
25/04/2018,rofb82,staff2,1830,None
25/04/2018,qhti95,staff1,280,None
25/04/2018,ijfu90,staff1,1520,None
25/04/2018,ijfu90,staff1,1260,None
26/04/2018,okbq74,staff2,40,None
26/04/2018,ijfu90,staff1,2740,dkhi21
26/04/2018,okbq74,staff2,1220,None
26/04/2018,hsyd53,staff1,1240,None
26/04/2018,mxxg13,staff2,1180,None
26/04/2018,vfsx38,staff1,1980,None
26/04/2018,vfsx38,staff1,1500,None
26/04/2018,mxxg13,staff2,80,None
26/04/2018,rofb82,staff2,810,None
26/04/2018,qtez25,staff2,1800,None
27/04/2018,qhti95,staff1,3150,dkhi21
27/04/2018,okbq74,staff2,1710,None
27/04/2018,vfsx38,staff1,1070,None
27/04/2018,qtez25,staff2,1310,None
27/04/2018,mxxg13,staff2,60,None
27/04/2018,dkhi21,supervisor,4590,yvyl18
27/04/2018,bjyo51,staff1,1380,None
27/04/2018,vfsx38,staff1,1690,None
27/04/2018,dkhi21,supervisor,5320,rixd63
27/04/2018,bjyo51,staff1,1180,None
27/04/2018,qhti95,staff1,1210,None
27/04/2018,bjyo51,staff1,300,None
27/04/2018,dkhi21,supervisor,5550,hxmk48
27/04/2018,hsyd53,staff1,90,None
28/04/2018,dkhi21,supervisor,4560,sezj17
28/04/2018,okbq74,staff2,610,None
28/04/2018,vfsx38,staff1,760,None
28/04/2018,hsyd53,staff1,190,None
28/04/2018,bjyo51,staff1,2540,dkhi21
28/04/2018,dkhi21,supervisor,4820,hxmk48
28/04/2018,vfsx38,staff1,760,None
28/04/2018,dkhi21,supervisor,4450,gzfk26
28/04/2018,rofb82,staff2,660,None
01/05/2018,dkhi21,supervisor,4440,yvyl18
01/05/2018,mxxg13,staff2,1300,None
01/05/2018,mxxg13,staff2,410,None
01/05/2018,rofb82,staff2,1000,None
01/05/2018,okbq74,staff2,900,None
01/05/2018,vfsx38,staff1,180,None
01/05/2018,hsyd53,staff1,820,None
01/05/2018,rofb82,staff2,210,None
01/05/2018,hsyd53,staff1,1780,None
01/05/2018,rofb82,staff2,1260,None
01/05/2018,hsyd53,staff1,1830,None
